2011010100,0
2011010101,1
2011010102,0
2011010103,0
2011010104,0
2011010105,1
2011010106,0
2011010107,1
2011010108,1
2011010109,1
2011010110,1
2011010111,0
2011010112,1
2011010113,1
2011010114,1
2011010115,0
2011010116,1
2011010117,0
2011010118,0
2011010119,1
2011010120,1
2011010121,0
2011010122,1
2011010123,0
2011010200,0
2011010201,1
2011010202,1
2011010203,0
2011010204,0
2011010205,1
2011010206,0
2011010207,1
2011010208,1
2011010209,1
2011010210,1
2011010211,1
2011010212,0
2011010213,0
2011010214,1
2011010215,1
2011010216,0
2011010217,0
2011010218,1
2011010219,1
2011010220,1
2011010221,1
2011010222,1
2011010223,1
2011010300,1
2011010301,0
2011010302,0
2011010303,0
2011010304,1
2011010305,1
2011010306,0
2011010307,0
2011010308,1
2011010309,1
2011010310,0
2011010311,0
2011010312,1
2011010313,1
2011010314,1
2011010315,1
2011010316,0
2011010317,0
2011010318,1
2011010319,1
2011010320,1
2011010321,1
2011010322,0
2011010323,0
2011010400,0
2011010401,0
2011010402,1
2011010403,0
2011010404,0
2011010405,1
2011010406,1
2011010407,0
2011010408,1
2011010409,0
2011010410,0
2011010411,1
2011010412,0
2011010413,1
2011010414,0
2011010415,0
2011010416,0
2011010417,0
2011010418,0
2011010419,1
2011010420,1
2011010421,1
2011010422,1
2011010423,0
2011010500,1
2011010501,0
2011010502,1
2011010503,0
2011010504,0
2011010505,0
2011010506,1
2011010507,0
2011010508,1
2011010509,1
2011010510,1
2011010511,0
2011010512,0
2011010513,0
2011010514,1
2011010515,1
2011010516,0
2011010517,0
2011010518,1
2011010519,0
2011010520,0
2011010521,0
2011010522,0
2011010523,1
2011010600,1
2011010601,0
2011010602,1
2011010603,0
2011010604,1
2011010605,0
2011010606,1
2011010607,0
2011010608,1
2011010609,0
2011010610,1
2011010611,0
2011010612,0
2011010613,1
2011010614,1
2011010615,1
2011010616,0
2011010617,0
2011010618,1
2011010619,0
2011010620,1
2011010621,1
2011010622,0
2011010623,1
2011010700,0
2011010701,1
2011010702,0
2011010703,1
2011010704,1
2011010705,0
2011010706,0
2011010707,1
2011010708,1
2011010709,1
2011010710,1
2011010711,1
2011010712,0
2011010713,0
2011010714,0
2011010715,0
2011010716,0
2011010717,1
2011010718,0
2011010719,1
2011010720,0
2011010721,0
2011010722,1
2011010723,1
2011010800,1
2011010801,0
2011010802,0
2011010803,1
2011010804,0
2011010805,0
2011010806,0
2011010807,1
2011010808,1
2011010809,1
2011010810,1
2011010811,0
2011010812,1
2011010813,1
2011010814,1
2011010815,0
2011010816,0
2011010817,1
2011010818,1
2011010819,1
2011010820,1
2011010821,1
2011010822,1
2011010823,1
2011010900,1
2011010901,1
2011010902,1
2011010903,0
2011010904,1
2011010905,1
2011010906,1
2011010907,1
2011010908,0
2011010909,1
2011010910,0
2011010911,1
2011010912,1
2011010913,1
2011010914,1
2011010915,1
2011010916,1
2011010917,1
