2011010101,0
2011010102,1
2011010103,0
2011010104,0
2011010105,1
2011010106,0
2011010107,0
2011010108,0
2011010109,1
2011010110,1
2011010111,0
2011010112,0
2011010113,0
2011010114,1
2011010115,1
2011010116,0
2011010117,0
2011010118,1
2011010119,0
2011010120,1
2011010121,0
2011010122,1
2011010123,0
2011010200,0
2011010201,0
2011010202,1
2011010203,1
2011010204,0
2011010205,1
2011010206,0
2011010207,1
2011010208,1
2011010209,0
2011010210,0
2011010211,1
2011010212,0
2011010213,1
2011010214,0
2011010215,1
2011010216,1
2011010217,0
2011010218,0
2011010219,0
2011010220,0
2011010221,0
2011010222,1
2011010223,1
2011010300,0
2011010301,1
2011010302,0
2011010303,1
2011010304,0
2011010305,1
2011010306,1
2011010307,0
2011010308,0
2011010309,0
2011010310,1
2011010311,1
2011010312,0
2011010313,0
2011010314,1
2011010315,1
2011010316,1
2011010317,1
2011010318,0
2011010319,1
2011010320,1
2011010321,1
2011010322,1
2011010323,1
2011010400,1
2011010401,0
2011010402,1
2011010403,1
2011010404,0
2011010405,1
2011010406,0
2011010407,1
2011010408,1
2011010409,0
2011010410,0
2011010411,1
2011010412,0
2011010413,0
2011010414,0
2011010415,0
2011010416,0
2011010417,1
2011010418,0
2011010419,0
2011010420,1
2011010421,0
2011010422,0
2011010423,1
2011010500,0
2011010501,0
2011010502,1
2011010503,0
2011010504,0
2011010505,1
2011010506,1
2011010507,0
2011010508,0
2011010509,1
2011010510,1
2011010511,0
2011010512,1
2011010513,0
2011010514,1
2011010515,0
2011010516,0
2011010517,0
2011010518,1
2011010519,0
2011010520,0
2011010521,0
2011010522,0
2011010523,0
2011010600,0
2011010601,1
2011010602,0
2011010603,0
2011010604,0
2011010605,1
2011010606,1
2011010607,1
2011010608,0
2011010609,0
2011010610,1
2011010611,1
2011010612,1
2011010613,0
2011010614,1
2011010615,0
2011010616,1
2011010617,0
2011010618,1
2011010619,0
2011010620,1
2011010621,0
2011010622,1
2011010623,1
2011010700,0
2011010701,1
2011010702,1
2011010703,0
2011010704,0
2011010705,1
2011010706,1
2011010707,0
2011010708,1
2011010709,1
2011010710,1
2011010711,1
2011010712,1
2011010713,0
2011010714,1
2011010715,1
2011010716,0
2011010717,0
2011010718,0
2011010719,0
2011010720,1
2011010721,1
2011010722,0
2011010723,1
2011010800,1
2011010801,0
2011010802,0
2011010803,0
2011010804,1
2011010805,0
2011010806,1
2011010807,0
2011010808,1
2011010809,0
2011010810,1
2011010811,1
2011010812,1
2011010813,1
2011010814,0
2011010815,0
2011010816,1
2011010817,1
2011010818,0
2011010819,1
2011010820,0
2011010821,0
2011010822,1
2011010823,0
2011010900,1
2011010901,1
2011010902,0
2011010903,1
2011010904,0
2011010905,0
2011010906,1
2011010907,1
2011010908,1
2011010909,0
2011010910,1
2011010911,0
2011010912,0
2011010913,1
2011010914,0
2011010915,1
2011010916,1
2011010917,0
2011010918,1
2011010919,1
2011010920,0
2011010921,1
2011010922,0
2011010923,0
2011011000,1
2011011001,1
2011011002,0
2011011003,1
2011011004,1
2011011005,0
2011011006,0
2011011007,0
2011011008,1
2011011009,0
2011011010,0
2011011011,1
2011011012,0
2011011013,0
2011011014,1
2011011015,1
2011011016,0
2011011017,0
2011011018,1
2011011019,1
2011011020,1
2011011021,0
2011011022,0
2011011023,1
2011011100,0
2011011101,1
2011011102,1
2011011103,1
2011011104,0
2011011105,1
2011011106,1
2011011107,0
2011011108,1
2011011109,0
2011011110,1
2011011111,1
2011011112,0
2011011113,1
2011011114,1
2011011115,0
2011011116,1
2011011117,1
2011011118,0
2011011119,1
2011011120,0
2011011121,0
2011011122,0
2011011123,0
2011011200,0
2011011201,0
2011011202,0
2011011203,1
2011011204,0
2011011205,1
2011011206,0
2011011207,0
2011011208,0
2011011209,1
2011011210,1
2011011211,1
2011011212,0
2011011213,1
2011011214,1
2011011215,1
2011011216,1
2011011217,0
2011011218,1
2011011219,1
2011011220,1
2011011221,0
2011011222,0
2011011223,0
2011011300,0
2011011301,0
2011011302,0
2011011303,1
2011011304,0
2011011305,1
2011011306,1
2011011307,0
2011011308,1
2011011309,1
2011011310,0
2011011311,1
2011011312,0
2011011313,1
2011011314,1
2011011315,1
2011011316,0
2011011317,1
2011011318,1
2011011319,1
2011011320,1
2011011321,1
2011011322,1
2011011323,0
2011011400,1
2011011401,1
2011011402,0
2011011403,0
2011011404,1
2011011405,1
2011011406,0
2011011407,0
2011011408,1
2011011409,1
2011011410,1
2011011411,1
2011011412,0
2011011413,1
2011011414,0
2011011415,1
2011011416,0
2011011417,1
2011011418,0
2011011419,0
2011011420,0
2011011421,0
2011011422,1
2011011423,0
2011011500,1
2011011501,1
2011011502,0
2011011503,0
2011011504,1
2011011505,1
2011011506,0
2011011507,1
2011011508,0
2011011509,1
2011011510,1
2011011511,1
2011011512,1
2011011513,0
2011011514,0
2011011515,1
2011011516,0
2011011517,0
2011011518,0
2011011519,0
2011011520,1
2011011521,1
2011011522,0
2011011523,0
2011011600,0
2011011601,0
2011011602,1
2011011603,0
2011011604,1
2011011605,0
2011011606,1
2011011607,1
2011011608,1
2011011609,1
2011011610,1
2011011611,0
2011011612,0
2011011613,0
2011011614,1
2011011615,1
2011011616,0
2011011617,0
2011011618,0
2011011619,1
2011011620,1
2011011621,1
2011011622,1
2011011623,1
2011011700,1
2011011701,0
2011011702,1
2011011703,1
2011011704,0
2011011705,0
2011011706,1
2011011707,0
2011011708,1
2011011709,0
2011011710,1
2011011711,0
2011011712,0
2011011713,0
2011011714,1
2011011715,0
